E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
212.265	33.0	0.000E+00	0.000E+00	0.171E-09	0.212E-08	0.139E-11	0.838E-09	0.246E-09
213.612	34.0	0.000E+00	0.000E+00	0.106E-08	0.547E-08	0.275E-11	0.332E-08	0.593E-09
214.959	35.0	0.000E+00	0.000E+00	0.195E-06	0.123E-05	0.308E-08	0.463E-06	0.109E-06
216.305	36.0	0.000E+00	0.286E-11	0.231E-05	0.132E-04	0.591E-07	0.455E-05	0.118E-05
217.652	37.0	0.000E+00	0.157E-09	0.117E-04	0.421E-04	0.199E-06	0.186E-04	0.353E-05
218.999	38.0	0.000E+00	0.407E-08	0.524E-04	0.114E-03	0.722E-06	0.707E-04	0.919E-05
220.346	39.0	0.000E+00	0.683E-07	0.219E-03	0.291E-03	0.383E-05	0.260E-03	0.227E-04
221.693	40.0	0.000E+00	0.848E-06	0.860E-03	0.708E-03	0.242E-04	0.920E-03	0.538E-04
223.040	41.0	0.000E+00	0.819E-05	0.308E-02	0.161E-02	0.142E-03	0.303E-02	0.120E-03
224.387	42.0	0.000E+00	0.585E-04	0.929E-02	0.321E-02	0.663E-03	0.850E-02	0.239E-03
225.734	43.0	0.000E+00	0.279E-03	0.212E-01	0.513E-02	0.215E-02	0.182E-01	0.389E-03
227.081	44.0	0.000E+00	0.877E-03	0.351E-01	0.624E-02	0.482E-02	0.285E-01	0.499E-03
228.428	45.0	0.000E+00	0.201E-02	0.457E-01	0.603E-02	0.826E-02	0.354E-01	0.526E-03
229.775	46.0	0.000E+00	0.373E-02	0.506E-01	0.494E-02	0.121E-01	0.377E-01	0.479E-03
231.122	47.0	0.000E+00	0.607E-02	0.505E-01	0.363E-02	0.160E-01	0.366E-01	0.392E-03
232.469	48.0	0.000E+00	0.899E-02	0.471E-01	0.252E-02	0.200E-01	0.334E-01	0.294E-03
233.816	49.0	0.293E-07	0.124E-01	0.417E-01	0.178E-02	0.238E-01	0.292E-01	0.208E-03
235.163	50.0	0.153E-06	0.160E-01	0.354E-01	0.142E-02	0.273E-01	0.247E-01	0.141E-03
236.510	51.0	0.628E-06	0.197E-01	0.292E-01	0.147E-02	0.304E-01	0.203E-01	0.925E-04
237.857	52.0	0.217E-05	0.231E-01	0.233E-01	0.193E-02	0.327E-01	0.163E-01	0.597E-04
239.203	53.0	0.647E-05	0.260E-01	0.181E-01	0.287E-02	0.343E-01	0.128E-01	0.380E-04
240.550	54.0	0.171E-04	0.281E-01	0.138E-01	0.431E-02	0.349E-01	0.989E-02	0.239E-04
241.897	55.0	0.403E-04	0.291E-01	0.103E-01	0.627E-02	0.346E-01	0.750E-02	0.150E-04
