E_lab	E*/MeV	191Po	192Po	193Po	194Po	195Po	196Po	197Po
204.996	18.0	0.000E+00	0.000E+00	0.000E+00	0.107E-12	0.282E-09	0.000E+00	0.206E-10
206.350	19.0	0.000E+00	0.000E+00	0.000E+00	0.235E-11	0.169E-08	0.000E+00	0.178E-09
207.704	20.0	0.000E+00	0.000E+00	0.000E+00	0.375E-10	0.920E-08	0.000E+00	0.133E-08
209.057	21.0	0.000E+00	0.000E+00	0.000E+00	0.483E-09	0.453E-07	0.000E+00	0.897E-08
210.411	22.0	0.000E+00	0.000E+00	0.000E+00	0.524E-08	0.198E-06	0.749E-12	0.548E-07
211.765	23.0	0.000E+00	0.000E+00	0.000E+00	0.470E-07	0.754E-06	0.248E-10	0.297E-06
213.119	24.0	0.000E+00	0.000E+00	0.000E+00	0.320E-06	0.231E-05	0.448E-09	0.131E-05
214.472	25.0	0.000E+00	0.000E+00	0.000E+00	0.154E-05	0.533E-05	0.473E-08	0.438E-05
215.826	26.0	0.000E+00	0.000E+00	0.000E+00	0.548E-05	0.942E-05	0.336E-07	0.116E-04
217.180	27.0	0.000E+00	0.000E+00	0.000E+00	0.158E-04	0.138E-04	0.183E-06	0.266E-04
218.534	28.0	0.000E+00	0.000E+00	0.795E-10	0.380E-04	0.176E-04	0.796E-06	0.541E-04
219.887	29.0	0.000E+00	0.000E+00	0.997E-09	0.775E-04	0.200E-04	0.289E-05	0.993E-04
221.241	30.0	0.000E+00	0.000E+00	0.767E-08	0.136E-03	0.207E-04	0.900E-05	0.166E-03
222.595	31.0	0.000E+00	0.000E+00	0.436E-07	0.210E-03	0.199E-04	0.245E-04	0.257E-03
223.949	32.0	0.000E+00	0.000E+00	0.199E-06	0.286E-03	0.180E-04	0.592E-04	0.364E-03
225.302	33.0	0.000E+00	0.000E+00	0.759E-06	0.349E-03	0.153E-04	0.128E-03	0.478E-03
226.656	34.0	0.000E+00	0.000E+00	0.249E-05	0.387E-03	0.124E-04	0.251E-03	0.580E-03
228.010	35.0	0.000E+00	0.000E+00	0.708E-05	0.395E-03	0.952E-05	0.449E-03	0.654E-03
229.364	36.0	0.000E+00	0.000E+00	0.178E-04	0.375E-03	0.708E-05	0.742E-03	0.691E-03
230.717	37.0	0.000E+00	0.000E+00	0.396E-04	0.335E-03	0.524E-05	0.114E-02	0.687E-03
232.071	38.0	0.000E+00	0.163E-09	0.792E-04	0.283E-03	0.429E-05	0.161E-02	0.646E-03
233.425	39.0	0.000E+00	0.132E-08	0.143E-03	0.229E-03	0.483E-05	0.214E-02	0.577E-03
234.779	40.0	0.000E+00	0.767E-08	0.233E-03	0.177E-03	0.818E-05	0.265E-02	0.492E-03
236.132	41.0	0.000E+00	0.353E-07	0.344E-03	0.132E-03	0.168E-04	0.306E-02	0.402E-03
237.486	42.0	0.000E+00	0.135E-06	0.463E-03	0.948E-04	0.349E-04	0.333E-02	0.316E-03
238.840	43.0	0.000E+00	0.440E-06	0.567E-03	0.662E-04	0.683E-04	0.342E-02	0.240E-03
240.194	44.0	0.000E+00	0.125E-05	0.638E-03	0.450E-04	0.124E-03	0.333E-02	0.176E-03
241.547	45.0	0.000E+00	0.315E-05	0.665E-03	0.298E-04	0.210E-03	0.308E-02	0.126E-03
242.901	46.0	0.000E+00	0.703E-05	0.647E-03	0.194E-04	0.331E-03	0.272E-02	0.874E-04
244.255	47.0	0.000E+00	0.140E-04	0.594E-03	0.124E-04	0.493E-03	0.231E-02	0.594E-04
245.608	48.0	0.000E+00	0.252E-04	0.518E-03	0.787E-05	0.691E-03	0.190E-02	0.395E-04
246.962	49.0	0.000E+00	0.408E-04	0.432E-03	0.524E-05	0.920E-03	0.150E-02	0.258E-04
248.316	50.0	0.000E+00	0.600E-04	0.347E-03	0.420E-05	0.116E-02	0.116E-02	0.166E-04
249.670	51.0	0.199E-09	0.804E-04	0.270E-03	0.494E-05	0.140E-02	0.872E-03	0.105E-04
251.023	52.0	0.922E-09	0.990E-04	0.204E-03	0.817E-05	0.161E-02	0.642E-03	0.660E-05
252.377	53.0	0.356E-08	0.113E-03	0.150E-03	0.152E-04	0.177E-02	0.463E-03	0.409E-05
253.731	54.0	0.119E-07	0.120E-03	0.109E-03	0.281E-04	0.186E-02	0.329E-03	0.251E-05
255.085	55.0	0.351E-07	0.121E-03	0.771E-04	0.489E-04	0.189E-02	0.230E-03	0.152E-05
256.438	56.0	0.927E-07	0.115E-03	0.539E-04	0.801E-04	0.184E-02	0.159E-03	0.914E-06
257.792	57.0	0.220E-06	0.105E-03	0.372E-04	0.123E-03	0.174E-02	0.109E-03	0.545E-06
259.146	58.0	0.476E-06	0.918E-04	0.254E-04	0.178E-03	0.159E-02	0.736E-04	0.321E-06
260.500	59.0	0.938E-06	0.778E-04	0.171E-04	0.242E-03	0.142E-02	0.494E-04	0.187E-06
261.853	60.0	0.170E-05	0.641E-04	0.115E-04	0.313E-03	0.123E-02	0.330E-04	0.107E-06
263.207	61.0	0.282E-05	0.515E-04	0.771E-05	0.384E-03	0.104E-02	0.218E-04	0.594E-07
264.561	62.0	0.435E-05	0.405E-04	0.521E-05	0.450E-03	0.864E-03	0.143E-04	0.317E-07
265.915	63.0	0.621E-05	0.312E-04	0.366E-05	0.504E-03	0.703E-03	0.935E-05	0.141E-07
267.268	64.0	0.828E-05	0.237E-04	0.287E-05	0.541E-03	0.562E-03	0.607E-05	0.000E+00
268.622	65.0	0.104E-04	0.177E-04	0.275E-05	0.560E-03	0.442E-03	0.392E-05	0.000E+00
269.976	66.0	0.122E-04	0.130E-04	0.336E-05	0.559E-03	0.343E-03	0.251E-05	0.000E+00
271.330	67.0	0.137E-04	0.952E-05	0.481E-05	0.541E-03	0.262E-03	0.160E-05	0.000E+00
272.683	68.0	0.146E-04	0.687E-05	0.731E-05	0.509E-03	0.198E-03	0.101E-05	0.000E+00
274.037	69.0	0.149E-04	0.491E-05	0.111E-04	0.466E-03	0.148E-03	0.637E-06	0.000E+00
275.391	70.0	0.147E-04	0.349E-05	0.162E-04	0.417E-03	0.110E-03	0.396E-06	0.000E+00
276.745	71.0	0.140E-04	0.246E-05	0.228E-04	0.364E-03	0.806E-04	0.245E-06	0.000E+00
278.098	72.0	0.129E-04	0.173E-05	0.308E-04	0.312E-03	0.533E-04	0.147E-06	0.000E+00
279.452	73.0	0.117E-04	0.121E-05	0.397E-04	0.263E-03	0.291E-04	0.863E-07	0.000E+00
280.806	74.0	0.102E-04	0.870E-06	0.492E-04	0.218E-03	0.171E-04	0.477E-07	0.000E+00
282.160	75.0	0.882E-05	0.662E-06	0.587E-04	0.178E-03	0.106E-04	0.243E-07	0.000E+00
283.513	76.0	0.744E-05	0.575E-06	0.674E-04	0.143E-03	0.671E-05	0.146E-08	0.000E+00
284.867	77.0	0.618E-05	0.609E-06	0.748E-04	0.113E-03	0.440E-05	0.000E+00	0.000E+00
286.221	78.0	0.505E-05	0.778E-06	0.804E-04	0.877E-04	0.321E-05	0.000E+00	0.000E+00
287.574	79.0	0.407E-05	0.110E-05	0.838E-04	0.660E-04	0.233E-05	0.000E+00	0.000E+00
288.928	80.0	0.324E-05	0.160E-05	0.851E-04	0.470E-04	0.194E-06	0.000E+00	0.000E+00
290.282	81.0	0.255E-05	0.229E-05	0.842E-04	0.298E-04	0.000E+00	0.000E+00	0.000E+00
291.636	82.0	0.198E-05	0.316E-05	0.814E-04	0.143E-04	0.000E+00	0.000E+00	0.000E+00
292.989	83.0	0.153E-05	0.421E-05	0.770E-04	0.648E-05	0.000E+00	0.000E+00	0.000E+00
294.343	84.0	0.117E-05	0.537E-05	0.714E-04	0.303E-05	0.000E+00	0.000E+00	0.000E+00
295.697	85.0	0.890E-06	0.661E-05	0.650E-04	0.145E-05	0.000E+00	0.000E+00	0.000E+00
297.051	86.0	0.672E-06	0.783E-05	0.582E-04	0.767E-06	0.000E+00	0.000E+00	0.000E+00
298.404	87.0	0.506E-06	0.898E-05	0.512E-04	0.471E-06	0.000E+00	0.000E+00	0.000E+00
299.758	88.0	0.383E-06	0.997E-05	0.442E-04	0.628E-08	0.000E+00	0.000E+00	0.000E+00
301.112	89.0	0.294E-06	0.108E-04	0.374E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
302.466	90.0	0.235E-06	0.113E-04	0.306E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
303.819	91.0	0.203E-06	0.116E-04	0.238E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
