E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
212.265	33.0	0.000E+00	0.000E+00	0.139E-09	0.191E-08	0.131E-11	0.711E-09	0.223E-09
213.612	34.0	0.000E+00	0.000E+00	0.869E-09	0.489E-08	0.248E-11	0.283E-08	0.538E-09
214.959	35.0	0.000E+00	0.000E+00	0.162E-06	0.108E-05	0.281E-08	0.396E-06	0.988E-07
216.305	36.0	0.000E+00	0.229E-11	0.193E-05	0.115E-04	0.528E-07	0.392E-05	0.107E-05
217.652	37.0	0.000E+00	0.125E-09	0.976E-05	0.362E-04	0.173E-06	0.161E-04	0.319E-05
218.999	38.0	0.000E+00	0.325E-08	0.438E-04	0.974E-04	0.599E-06	0.611E-04	0.831E-05
220.346	39.0	0.000E+00	0.546E-07	0.184E-03	0.246E-03	0.307E-05	0.225E-03	0.205E-04
221.693	40.0	0.000E+00	0.679E-06	0.722E-03	0.593E-03	0.192E-04	0.797E-03	0.487E-04
223.040	41.0	0.000E+00	0.657E-05	0.259E-02	0.134E-02	0.113E-03	0.262E-02	0.109E-03
224.387	42.0	0.000E+00	0.470E-04	0.782E-02	0.265E-02	0.532E-03	0.736E-02	0.217E-03
225.734	43.0	0.000E+00	0.224E-03	0.178E-01	0.418E-02	0.174E-02	0.157E-01	0.352E-03
227.081	44.0	0.000E+00	0.705E-03	0.295E-01	0.505E-02	0.391E-02	0.246E-01	0.450E-03
228.428	45.0	0.000E+00	0.161E-02	0.383E-01	0.483E-02	0.672E-02	0.305E-01	0.471E-03
229.775	46.0	0.000E+00	0.300E-02	0.423E-01	0.392E-02	0.983E-02	0.324E-01	0.426E-03
231.122	47.0	0.000E+00	0.488E-02	0.421E-01	0.286E-02	0.131E-01	0.313E-01	0.346E-03
232.469	48.0	0.000E+00	0.723E-02	0.390E-01	0.197E-02	0.163E-01	0.285E-01	0.258E-03
233.816	49.0	0.215E-07	0.994E-02	0.344E-01	0.139E-02	0.195E-01	0.247E-01	0.182E-03
235.163	50.0	0.112E-06	0.129E-01	0.291E-01	0.111E-02	0.224E-01	0.208E-01	0.122E-03
236.510	51.0	0.464E-06	0.158E-01	0.239E-01	0.115E-02	0.249E-01	0.170E-01	0.802E-04
237.857	52.0	0.160E-05	0.186E-01	0.190E-01	0.154E-02	0.268E-01	0.136E-01	0.516E-04
239.203	53.0	0.480E-05	0.209E-01	0.147E-01	0.230E-02	0.281E-01	0.107E-01	0.328E-04
240.550	54.0	0.127E-04	0.225E-01	0.112E-01	0.346E-02	0.286E-01	0.820E-02	0.206E-04
241.897	55.0	0.301E-04	0.233E-01	0.830E-02	0.504E-02	0.284E-01	0.620E-02	0.129E-04
243.244	56.0	0.641E-04	0.232E-01	0.606E-02	0.701E-02	0.274E-01	0.461E-02	0.797E-05
244.591	57.0	0.124E-03	0.222E-01	0.436E-02	0.931E-02	0.257E-01	0.338E-02	0.491E-05
245.938	58.0	0.220E-03	0.206E-01	0.309E-02	0.118E-01	0.236E-01	0.244E-02	0.300E-05
247.285	59.0	0.359E-03	0.185E-01	0.217E-02	0.145E-01	0.211E-01	0.175E-02	0.183E-05
248.632	60.0	0.548E-03	0.162E-01	0.151E-02	0.171E-01	0.185E-01	0.124E-02	0.110E-05
249.979	61.0	0.786E-03	0.138E-01	0.105E-02	0.196E-01	0.159E-01	0.867E-03	0.661E-06
251.326	62.0	0.107E-02	0.114E-01	0.750E-03	0.218E-01	0.133E-01	0.602E-03	0.394E-06
252.673	63.0	0.138E-02	0.927E-02	0.576E-03	0.236E-01	0.110E-01	0.415E-03	0.232E-06
254.020	64.0	0.171E-02	0.739E-02	0.512E-03	0.248E-01	0.891E-02	0.284E-03	0.135E-06
255.367	65.0	0.204E-02	0.578E-02	0.550E-03	0.255E-01	0.711E-02	0.193E-03	0.766E-07
256.714	66.0	0.233E-02	0.445E-02	0.688E-03	0.255E-01	0.559E-02	0.130E-03	0.406E-07
258.061	67.0	0.257E-02	0.338E-02	0.926E-03	0.250E-01	0.434E-02	0.872E-04	0.202E-07
259.408	68.0	0.273E-02	0.253E-02	0.126E-02	0.239E-01	0.332E-02	0.581E-04	0.592E-08
260.754	69.0	0.281E-02	0.188E-02	0.169E-02	0.224E-01	0.248E-02	0.385E-04	0.000E+00
262.101	70.0	0.281E-02	0.138E-02	0.220E-02	0.206E-01	0.145E-02	0.253E-04	0.000E+00
263.448	71.0	0.273E-02	0.100E-02	0.278E-02	0.185E-01	0.873E-03	0.166E-04	0.000E+00
264.795	72.0	0.257E-02	0.730E-03	0.339E-02	0.164E-01	0.538E-03	0.108E-04	0.000E+00
266.142	73.0	0.237E-02	0.536E-03	0.402E-02	0.142E-01	0.344E-03	0.702E-05	0.000E+00
267.489	74.0	0.213E-02	0.407E-03	0.463E-02	0.121E-01	0.225E-03	0.452E-05	0.000E+00
268.836	75.0	0.188E-02	0.334E-03	0.519E-02	0.101E-01	0.149E-03	0.290E-05	0.000E+00
270.183	76.0	0.162E-02	0.310E-03	0.568E-02	0.830E-02	0.101E-03	0.185E-05	0.000E+00
271.530	77.0	0.138E-02	0.333E-03	0.606E-02	0.668E-02	0.701E-04	0.117E-05	0.000E+00
272.877	78.0	0.115E-02	0.403E-03	0.632E-02	0.526E-02	0.515E-04	0.736E-06	0.000E+00
274.224	79.0	0.947E-03	0.519E-03	0.645E-02	0.333E-02	0.386E-04	0.457E-06	0.000E+00
275.571	80.0	0.769E-03	0.679E-03	0.644E-02	0.194E-02	0.215E-04	0.278E-06	0.000E+00
276.918	81.0	0.616E-03	0.880E-03	0.631E-02	0.114E-02	0.113E-04	0.165E-06	0.000E+00
278.265	82.0	0.489E-03	0.112E-02	0.606E-02	0.679E-03	0.908E-07	0.971E-07	0.000E+00
279.612	83.0	0.384E-03	0.138E-02	0.572E-02	0.397E-03	0.000E+00	0.505E-07	0.000E+00
280.959	84.0	0.298E-03	0.166E-02	0.528E-02	0.227E-03	0.000E+00	0.869E-09	0.000E+00
282.305	85.0	0.230E-03	0.194E-02	0.475E-02	0.130E-03	0.000E+00	0.000E+00	0.000E+00
283.652	86.0	0.177E-03	0.220E-02	0.419E-02	0.774E-04	0.000E+00	0.000E+00	0.000E+00
284.999	87.0	0.137E-03	0.245E-02	0.361E-02	0.500E-04	0.000E+00	0.000E+00	0.000E+00
286.346	88.0	0.107E-03	0.265E-02	0.303E-02	0.354E-04	0.000E+00	0.000E+00	0.000E+00
287.693	89.0	0.969E-04	0.271E-02	0.286E-02	0.227E-04	0.000E+00	0.000E+00	0.000E+00
289.040	90.0	0.882E-04	0.286E-02	0.249E-02	0.133E-04	0.000E+00	0.000E+00	0.000E+00
