E_lab	E*/MeV	256Sg	257Sg	258Sg	259Sg	260Sg	261Sg	262Sg
270.159	29.0	0.000E+00	0.000E+00	0.000E+00	0.226E-06	0.101E-06	0.000E+00	0.000E+00
271.418	30.0	0.000E+00	0.000E+00	0.000E+00	0.341E-06	0.500E-07	0.000E+00	0.000E+00
272.678	31.0	0.000E+00	0.000E+00	0.238E-12	0.399E-06	0.243E-07	0.000E+00	0.000E+00
273.937	32.0	0.000E+00	0.000E+00	0.422E-11	0.387E-06	0.116E-07	0.000E+00	0.000E+00
275.197	33.0	0.000E+00	0.000E+00	0.382E-10	0.327E-06	0.531E-08	0.000E+00	0.000E+00
276.457	34.0	0.000E+00	0.000E+00	0.210E-09	0.250E-06	0.218E-08	0.000E+00	0.000E+00
277.716	35.0	0.000E+00	0.000E+00	0.764E-09	0.177E-06	0.223E-09	0.000E+00	0.000E+00
278.976	36.0	0.000E+00	0.000E+00	0.196E-08	0.119E-06	0.000E+00	0.000E+00	0.000E+00
280.235	37.0	0.000E+00	0.000E+00	0.370E-08	0.763E-07	0.000E+00	0.000E+00	0.000E+00
281.495	38.0	0.000E+00	0.000E+00	0.544E-08	0.474E-07	0.000E+00	0.000E+00	0.000E+00
282.755	39.0	0.000E+00	0.000E+00	0.659E-08	0.287E-07	0.000E+00	0.000E+00	0.000E+00
284.014	40.0	0.000E+00	0.316E-14	0.691E-08	0.170E-07	0.000E+00	0.000E+00	0.000E+00
285.274	41.0	0.000E+00	0.418E-13	0.650E-08	0.995E-08	0.000E+00	0.000E+00	0.000E+00
286.534	42.0	0.000E+00	0.328E-12	0.563E-08	0.575E-08	0.000E+00	0.000E+00	0.000E+00
287.793	43.0	0.000E+00	0.175E-11	0.457E-08	0.329E-08	0.000E+00	0.000E+00	0.000E+00
289.053	44.0	0.000E+00	0.688E-11	0.352E-08	0.187E-08	0.000E+00	0.000E+00	0.000E+00
290.312	45.0	0.000E+00	0.211E-10	0.261E-08	0.105E-08	0.000E+00	0.000E+00	0.000E+00
291.572	46.0	0.000E+00	0.516E-10	0.186E-08	0.588E-09	0.000E+00	0.000E+00	0.000E+00
292.832	47.0	0.000E+00	0.103E-09	0.130E-08	0.314E-09	0.000E+00	0.000E+00	0.000E+00
294.091	48.0	0.000E+00	0.173E-09	0.882E-09	0.143E-09	0.000E+00	0.000E+00	0.000E+00
295.351	49.0	0.502E-15	0.250E-09	0.588E-09	0.517E-10	0.000E+00	0.000E+00	0.000E+00
296.610	50.0	0.382E-14	0.319E-09	0.387E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
297.870	51.0	0.211E-13	0.368E-09	0.251E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
299.130	52.0	0.884E-13	0.390E-09	0.161E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
300.389	53.0	0.289E-12	0.387E-09	0.102E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00
301.649	54.0	0.758E-12	0.362E-09	0.643E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
302.909	55.0	0.164E-11	0.324E-09	0.396E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
304.168	56.0	0.302E-11	0.278E-09	0.234E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
305.428	57.0	0.485E-11	0.231E-09	0.122E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00
306.687	58.0	0.692E-11	0.186E-09	0.326E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00
307.947	59.0	0.897E-11	0.146E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
309.207	60.0	0.107E-10	0.112E-09	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
310.466	61.0	0.120E-10	0.849E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
311.726	62.0	0.126E-10	0.630E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
312.985	63.0	0.127E-10	0.461E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
314.245	64.0	0.122E-10	0.333E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
315.505	65.0	0.113E-10	0.238E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
316.764	66.0	0.101E-10	0.168E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
318.024	67.0	0.885E-11	0.118E-10	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
319.284	68.0	0.753E-11	0.815E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
320.543	69.0	0.627E-11	0.558E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
321.803	70.0	0.513E-11	0.366E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
323.062	71.0	0.412E-11	0.232E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
324.322	72.0	0.326E-11	0.777E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
325.582	73.0	0.254E-11	0.159E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
326.841	74.0	0.196E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
328.101	75.0	0.149E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
329.360	76.0	0.112E-11	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
330.620	77.0	0.833E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
331.880	78.0	0.611E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
333.139	79.0	0.428E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
334.399	80.0	0.260E-12	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00
